time_seconds,heart_rate_bpm
0.0,46.50264478031719
0.03333333333333333,46.500263209887564
0.06666666666666667,46.50015490843441
0.1,55.191201477036024
0.13333333333333333,46.32755708742155
0.16666666666666666,42.81788438162491
0.2,41.16079006990666
0.23333333333333334,39.917827969813914
0.26666666666666666,40.76882994455231
0.3,41.9629890473289
0.3333333333333333,42.537317617137646
0.36666666666666664,44.19525114275596
0.4,44.48130204136079
0.43333333333333335,46.19882542537119
0.4666666666666667,46.343935528470894
0.5,46.471750137974254
0.5333333333333333,46.4642351367657
0.5666666666666667,46.483809425840796
0.6,46.49588896933196
0.6333333333333333,46.51300046817803
0.6666666666666666,46.68917423530664
0.7,46.71398388827874
0.7333333333333333,47.21550397473618
0.7666666666666667,47.159265011484855
0.8,47.5574272977857
0.8333333333333334,47.472259866666825
0.8666666666666667,47.66225666180709
0.9,47.38116429980223
0.9333333333333333,46.84716062013795
0.9666666666666667,46.318586962064956
1.0,45.74709607088206
1.0333333333333334,45.274169906762275
1.0666666666666667,44.57769726467471
1.1,44.0009572437876
1.1333333333333333,43.32573639491635
1.1666666666666667,42.98874683941948
1.2,42.38558521702482
1.2333333333333334,42.22874995765142
1.2666666666666666,43.38377395574592
1.3,44.03926171532336
1.3333333333333333,46.379215531601844
1.3666666666666667,46.02260241142776
1.4,46.48672810180218
1.4333333333333333,46.49703001941789
1.4666666666666666,46.49907539458764
1.5,46.488353469875825
1.5333333333333334,46.450465082981744
1.5666666666666667,45.955183383331345
1.6,46.47637858233854
1.6333333333333333,46.218715970031425
1.6666666666666667,46.486138266060465
1.7,46.49959697852871
1.7333333333333334,46.50130180857024
1.7666666666666666,46.504009534004375
1.8,46.50940908481842
1.8333333333333333,46.50486749652453
1.8666666666666667,46.52483758907315
1.9,46.73881875980872
1.9333333333333333,47.87669442081638
1.9666666666666666,48.94866881278548
2.0,49.86867197593948
2.033333333333333,51.11668996439759
2.066666666666667,50.82975432759409
2.1,50.21304626290015
2.1333333333333333,49.859761657249365
2.1666666666666665,49.482971504692564
2.2,49.52642446290422
2.2333333333333334,48.754239389183624
2.2666666666666666,48.74358921034758
2.3,48.04143020208806
2.3333333333333335,48.706860300963854
2.3666666666666667,48.50124536297447
2.4,48.726097428360035
2.433333333333333,47.85061799880073
2.466666666666667,47.51432723747369
2.5,46.56395996526971
2.533333333333333,46.176607353815804
2.566666666666667,45.377674504360435
2.6,45.14159299440099
2.6333333333333333,44.78982898874683
2.6666666666666665,44.718594752384206
2.7,44.836437910703694
2.7333333333333334,45.16186749166734
2.7666666666666666,45.7827825953154
2.8,45.96841065401826
2.8333333333333335,46.33590098185884
2.8666666666666667,46.41036453019456
2.9,46.475763476715635
2.933333333333333,46.489916933989825
2.966666666666667,46.49186970804134
3.0,46.494467692695565
3.033333333333333,46.49581490368473
3.066666666666667,46.49874293295175
3.1,46.499730212556926
3.1333333333333333,46.500023341558645
3.1666666666666665,46.50003895748914
3.2,46.50002593863398
3.2333333333333334,46.5000013784054
3.2666666666666666,46.49997769510585
3.3,46.499962337469206
3.3333333333333335,46.49998148962426
3.3666666666666667,46.49997412665603
3.4,46.49992880863849
3.433333333333333,46.499837985696075
3.466666666666667,46.49997615085852
3.5,46.50034895132362
3.533333333333333,46.500810820995184
3.566666666666667,46.50206704668931
3.6,46.51020241765895
3.6333333333333333,46.51362582226655
3.6666666666666665,46.52629785648095
3.7,46.51830537330184
3.7333333333333334,46.56382670961551
3.7666666666666666,46.52057194563709
3.8,46.49967439166957
3.8333333333333335,46.500487628116694
3.8666666666666667,46.476638840168825
3.9,46.465500486726434
3.933333333333333,46.498663576466676
3.966666666666667,46.5055404476618
4.0,46.50904710486061
4.033333333333333,46.534421460889185
4.066666666666666,46.53597725778178
4.1,46.56918631344139
4.133333333333334,46.5227127229502
4.166666666666667,46.55198277752656
4.2,46.52164396060917
4.233333333333333,46.52858669016679
4.266666666666667,46.51336145726673
4.3,46.50866116225899
4.333333333333333,46.50409054237141
4.366666666666666,46.506331860622794
4.4,46.50599218994676
4.433333333333334,46.51567797730081
4.466666666666667,46.52886738253691
4.5,46.547675030313414
4.533333333333333,46.53495778473213
4.566666666666666,46.44976826051415
4.6,45.96461043976375
4.633333333333334,45.79022110791907
4.666666666666667,44.89363655307363
4.7,44.86005597504086
4.733333333333333,43.69912786802795
4.766666666666667,44.14905598928744
4.8,42.43017948914424
4.833333333333333,43.06456656213153
4.866666666666666,44.52087269695014
4.9,46.287671928826896
4.933333333333334,46.48191022826014
4.966666666666667,46.482971308422094
5.0,46.49693409573369
5.033333333333333,46.49881681879661
5.066666666666666,46.49960839955692
5.1,46.49984288613361
5.133333333333334,46.50001954163409
5.166666666666667,46.5001637449741
5.2,46.50059497120023
5.233333333333333,46.50133162946878
5.266666666666667,46.50418944332022
5.3,46.50717946076775
5.333333333333333,46.513916806614596
5.366666666666666,46.515399705592586
5.4,46.53605712577074
5.433333333333334,46.54715597458083
5.466666666666667,46.566643127533375
5.5,46.5835539551071
5.533333333333333,46.69483561677735
5.566666666666666,46.60118602474321
5.6,46.59386095385783
5.633333333333334,46.599162944106055
